,DateTime,PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Year,Month,Day,Day Name
653,4/6/2004 23:00,1012,4.8,752,1053,1393,649,15.7,47,0.8325,2004,4,6,Tuesday
654,4/7/2004 0:00,948,4,710,1127,1352,575,15.7,45.9,0.8121,2004,4,7,Wednesday
655,4/7/2004 1:00,889,2.3,603,1308,1271,455,15.6,44.9,0.792,2004,4,7,Wednesday
656,4/7/2004 2:00,830,1.4,538,1475,1214,392,15.6,44.4,0.7827,2004,4,7,Wednesday
657,4/7/2004 3:00,801,0.7,464,1749,1154,340,16.1,42.4,0.7718,2004,4,7,Wednesday
658,4/7/2004 4:00,804,0.7,468,1826,1166,320,15.7,45.4,0.8063,2004,4,7,Wednesday
659,4/7/2004 5:00,824,0.8,478,1705,1200,331,15.3,50.1,0.8617,2004,4,7,Wednesday
660,4/7/2004 6:00,1000,3.6,688,1257,1398,426,14.2,58.6,0.9443,2004,4,7,Wednesday
661,4/7/2004 7:00,1307,12.9,1082,777,1769,830,14.3,58.2,0.9431,2004,4,7,Wednesday
662,4/7/2004 8:00,1286,15.7,1171,716,1821,1006,15,52,0.8817,2004,4,7,Wednesday
663,4/7/2004 9:00,1150,8.6,925,865,1576,820,13.6,61.4,0.9519,2004,4,7,Wednesday
664,4/7/2004 10:00,1087,7.4,876,911,1554,737,16.1,53.1,0.9675,2004,4,7,Wednesday
665,4/7/2004 11:00,1016,6.6,839,991,1448,790,16.6,44.3,0.8294,2004,4,7,Wednesday
666,4/7/2004 12:00,1029,7.8,892,937,1474,760,17.4,40.3,0.7922,2004,4,7,Wednesday
667,4/7/2004 13:00,1109,9.1,943,883,1604,767,18.1,42.2,0.8679,2004,4,7,Wednesday
668,4/7/2004 14:00,997,6.1,817,1030,1426,626,14.4,51.8,0.8433,2004,4,7,Wednesday
669,4/7/2004 15:00,1177,7.5,880,927,1552,776,10.9,76.4,0.9953,2004,4,7,Wednesday
670,4/7/2004 16:00,1045,5.9,808,1038,1421,589,16.4,47.7,0.8819,2004,4,7,Wednesday
671,4/7/2004 17:00,1171,12.7,1073,847,1623,872,18,37.1,0.7598,2004,4,7,Wednesday
672,4/7/2004 18:00,1221,13.5,1101,799,1700,996,14.7,48.7,0.8089,2004,4,7,Wednesday
673,4/7/2004 19:00,1262,14.5,1133,774,1748,1033,11.3,71.3,0.9514,2004,4,7,Wednesday
674,4/7/2004 20:00,1207,11,1013,876,1632,982,10,74,0.9087,2004,4,7,Wednesday
675,4/7/2004 21:00,956,3.2,666,1235,1282,518,9.8,71.8,0.8702,2004,4,7,Wednesday
676,4/7/2004 22:00,1020,4.3,727,1153,1391,631,9.3,75.2,0.8796,2004,4,7,Wednesday
677,4/7/2004 23:00,1107,7.1,861,957,1510,879,9.6,76,0.9088,2004,4,7,Wednesday
678,4/8/2004 0:00,1020,4.8,752,1074,1398,839,9.3,75,0.8799,2004,4,8,Thursday
679,4/8/2004 1:00,1051,5.7,798,1016,1455,876,9,76.7,0.8825,2004,4,8,Thursday
680,4/8/2004 2:00,965,4.1,716,1087,1383,827,8.2,79.6,0.8672,2004,4,8,Thursday
681,4/8/2004 3:00,890,3.3,672,1183,1338,781,7.6,80.6,0.8437,2004,4,8,Thursday
682,4/8/2004 4:00,823,1.8,568,1366,1263,699,8.3,75.6,0.8302,2004,4,8,Thursday
683,4/8/2004 5:00,869,2.8,642,1291,1288,723,8.1,72.1,0.7798,2004,4,8,Thursday
684,4/8/2004 6:00,939,4.8,754,1169,1384,797,8.1,70.4,0.7609,2004,4,8,Thursday
685,4/8/2004 7:00,1274,13.8,1109,820,1723,1138,8.1,70.5,0.7627,2004,4,8,Thursday
686,4/8/2004 8:00,1512,27.1,1482,596,2189,1605,9.9,64.3,0.7859,2004,4,8,Thursday
687,4/8/2004 9:00,1435,19.1,1271,676,1885,1569,13,54.2,0.809,2004,4,8,Thursday
688,4/8/2004 10:00,1207,11.7,1041,813,1620,1319,16.5,42.6,0.7912,2004,4,8,Thursday
689,4/8/2004 11:00,1223,12.7,1075,818,1678,1198,19.3,34.2,0.7566,2004,4,8,Thursday
690,4/8/2004 12:00,1121,11.3,1026,865,1541,958,21.5,27.4,0.6941,2004,4,8,Thursday
691,4/8/2004 13:00,1176,14.2,1123,816,1609,1068,20.4,26.7,0.6323,2004,4,8,Thursday
692,4/8/2004 14:00,1144,13.9,1114,845,1551,1010,20.6,22.6,0.5432,2004,4,8,Thursday
693,4/8/2004 15:00,1136,13.2,1089,856,1552,928,20.6,24.8,0.5931,2004,4,8,Thursday
694,4/8/2004 16:00,1085,10.7,1004,888,1454,816,21,25.4,0.6264,2004,4,8,Thursday
695,4/8/2004 17:00,1297,19.7,1287,723,1798,1216,21.5,24.5,0.6203,2004,4,8,Thursday
696,4/8/2004 18:00,1408,24,1404,646,1972,1463,19.3,28.6,0.6357,2004,4,8,Thursday
697,4/8/2004 19:00,1618,29.1,1530,579,2167,1791,18,32.9,0.6737,2004,4,8,Thursday
698,4/8/2004 20:00,1319,15.8,1172,746,1699,1425,15.8,39.8,0.7096,2004,4,8,Thursday
699,4/8/2004 21:00,1045,7,857,968,1410,922,15.3,41.5,0.7194,2004,4,8,Thursday
700,4/8/2004 22:00,1058,6.3,824,993,1411,971,14.1,46,0.7363,2004,4,8,Thursday
701,4/8/2004 23:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,4,8,Thursday
702,4/9/2004 0:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,4,9,Friday
703,4/9/2004 1:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,4,9,Friday
704,4/9/2004 2:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,4,9,Friday
705,4/9/2004 3:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,4,9,Friday
706,4/9/2004 4:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,4,9,Friday
707,4/9/2004 5:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,4,9,Friday
708,4/9/2004 6:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,4,9,Friday
709,4/9/2004 7:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,4,9,Friday
710,4/9/2004 8:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,4,9,Friday
711,4/9/2004 9:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,4,9,Friday
712,4/9/2004 10:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,4,9,Friday
713,4/9/2004 11:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,4,9,Friday
714,4/9/2004 12:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,4,9,Friday
715,4/9/2004 13:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,4,9,Friday
716,4/9/2004 14:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,4,9,Friday
717,4/9/2004 15:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,4,9,Friday
718,4/9/2004 16:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,4,9,Friday
719,4/9/2004 17:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,4,9,Friday
720,4/9/2004 18:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,4,9,Friday
721,4/9/2004 19:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,4,9,Friday
722,4/9/2004 20:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,4,9,Friday
723,4/9/2004 21:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,4,9,Friday
724,4/9/2004 22:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,4,9,Friday
725,4/9/2004 23:00,1176,8.4,917,866,1560,1151,12,67.9,0.9523,2004,4,9,Friday
726,4/10/2004 0:00,1047,5.4,783,1014,1449,975,12,66.9,0.9336,2004,4,10,Saturday
727,4/10/2004 1:00,1116,6.9,854,929,1533,1034,11.5,70.1,0.9503,2004,4,10,Saturday
728,4/10/2004 2:00,1074,6.4,832,951,1507,980,11.4,69.8,0.939,2004,4,10,Saturday
729,4/10/2004 3:00,922,3.6,687,1142,1390,825,11.1,69.3,0.9128,2004,4,10,Saturday
730,4/10/2004 4:00,898,3.3,669,1163,1386,807,10.8,70.3,0.9092,2004,4,10,Saturday
731,4/10/2004 5:00,970,4,708,1121,1435,842,10.2,73.4,0.9129,2004,4,10,Saturday
732,4/10/2004 6:00,1073,6,812,988,1500,950,10.8,70.5,0.9142,2004,4,10,Saturday
733,4/10/2004 7:00,1081,8.2,906,895,1591,1024,11,71,0.9279,2004,4,10,Saturday
734,4/10/2004 8:00,1159,9.9,976,837,1663,1098,12.4,64,0.9206,2004,4,10,Saturday
735,4/10/2004 9:00,1112,8.8,931,869,1588,1011,15,53.1,0.8993,2004,4,10,Saturday
736,4/10/2004 10:00,1112,8.4,917,897,1542,931,16.6,44.4,0.8313,2004,4,10,Saturday
737,4/10/2004 11:00,1063,7.5,877,971,1481,811,18,38.4,0.7862,2004,4,10,Saturday
738,4/10/2004 12:00,1032,7.8,892,973,1457,756,20.6,30,0.7213,2004,4,10,Saturday
739,4/10/2004 13:00,936,6.4,829,1054,1336,607,19.9,26.7,0.6137,2004,4,10,Saturday
740,4/10/2004 14:00,883,5.1,766,1152,1238,498,19.8,23.1,0.5283,2004,4,10,Saturday
741,4/10/2004 15:00,942,6.9,852,1055,1318,540,21.4,22.7,0.5722,2004,4,10,Saturday
742,4/10/2004 16:00,943,6.8,850,1084,1296,544,22.1,21.3,0.5605,2004,4,10,Saturday
743,4/10/2004 17:00,1007,7.4,875,1027,1357,620,21.1,24.5,0.604,2004,4,10,Saturday
744,4/10/2004 18:00,1037,8.7,927,949,1426,740,18.3,31.6,0.6562,2004,4,10,Saturday
745,4/10/2004 19:00,1127,11.2,1022,871,1534,921,16.1,35,0.6372,2004,4,10,Saturday
746,4/10/2004 20:00,1123,10.5,996,861,1551,1033,14.8,41.5,0.6929,2004,4,10,Saturday
747,4/10/2004 21:00,1110,8.2,909,916,1487,984,13.2,50.3,0.7577,2004,4,10,Saturday
748,4/10/2004 22:00,1247,11.6,1037,812,1618,1193,12.3,55.5,0.7916,2004,4,10,Saturday
749,4/10/2004 23:00,1220,9.7,967,844,1545,1219,11.8,56.6,0.7833,2004,4,10,Saturday
750,4/11/2004 0:00,1028,5.1,770,1047,1326,913,11.2,56.2,0.7469,2004,4,11,Sunday
751,4/11/2004 1:00,978,4,711,1144,1304,750,11,56.6,0.7418,2004,4,11,Sunday
752,4/11/2004 2:00,949,3.7,694,1160,1310,772,9.3,64.3,0.7531,2004,4,11,Sunday
753,4/11/2004 3:00,910,4,709,1162,1329,712,8.8,66,0.7501,2004,4,11,Sunday
754,4/11/2004 4:00,863,3,651,1224,1286,712,7.8,70.4,0.7463,2004,4,11,Sunday
755,4/11/2004 5:00,836,2.9,643,1244,1306,727,7.7,70.7,0.7463,2004,4,11,Sunday
756,4/11/2004 6:00,856,2.9,644,1259,1301,746,7.4,71,0.7346,2004,4,11,Sunday
757,4/11/2004 7:00,888,3,651,1240,1298,733,8.2,66.6,0.7283,2004,4,11,Sunday
758,4/11/2004 8:00,912,3.7,694,1196,1343,727,8.7,64.3,0.7267,2004,4,11,Sunday
759,4/11/2004 9:00,938,3.9,706,1177,1320,642,13,47.9,0.7116,2004,4,11,Sunday
760,4/11/2004 10:00,1053,6.2,823,1040,1386,810,17.4,35.4,0.699,2004,4,11,Sunday
761,4/11/2004 11:00,1087,7.3,870,1014,1412,851,20.2,29.2,0.683,2004,4,11,Sunday
762,4/11/2004 12:00,1153,9.2,945,969,1425,911,22.7,22.9,0.6224,2004,4,11,Sunday
763,4/11/2004 13:00,894,4,710,1209,1200,611,22.3,22.4,0.5955,2004,4,11,Sunday
764,4/11/2004 14:00,797,2.3,606,1452,1076,368,22.2,18.9,0.4993,2004,4,11,Sunday
765,4/11/2004 15:00,854,3.1,658,1409,1108,369,22,19,0.4969,2004,4,11,Sunday
766,4/11/2004 16:00,892,3.2,665,1348,1150,394,21,23.6,0.5788,2004,4,11,Sunday
767,4/11/2004 17:00,935,3.3,672,1299,1183,415,19.6,27.4,0.6162,2004,4,11,Sunday
768,4/11/2004 18:00,989,4,709,1225,1233,469,17.9,30.8,0.6258,2004,4,11,Sunday
769,4/11/2004 19:00,1063,5.7,797,1079,1285,607,16.4,35.3,0.6532,2004,4,11,Sunday
770,4/11/2004 20:00,922,3.4,674,1220,1205,498,15.6,37.5,0.6575,2004,4,11,Sunday
771,4/11/2004 21:00,925,3.5,680,1223,1217,481,15.5,36.7,0.6438,2004,4,11,Sunday
772,4/11/2004 22:00,924,2.9,648,1272,1186,465,14.5,39,0.6428,2004,4,11,Sunday
773,4/11/2004 23:00,914,3.1,661,1256,1187,478,14.2,38.2,0.6163,2004,4,11,Sunday
774,4/12/2004 0:00,840,1.6,556,1474,1094,366,13.7,38.3,0.5957,2004,4,12,Monday
775,4/12/2004 1:00,799,1.1,514,1615,1036,332,14.1,34,0.5442,2004,4,12,Monday
776,4/12/2004 2:00,856,2,581,1448,1111,346,14.6,34,0.5605,2004,4,12,Monday
777,4/12/2004 3:00,830,1.7,560,1452,1066,350,14.4,32.8,0.5364,2004,4,12,Monday
778,4/12/2004 4:00,753,0.7,462,1822,955,274,13.9,30.9,0.4868,2004,4,12,Monday
779,4/12/2004 5:00,785,0.5,448,1923,1003,263,13.5,37.9,0.5852,2004,4,12,Monday
780,4/12/2004 6:00,835,0.7,472,1756,1117,314,13.9,43.6,0.6871,2004,4,12,Monday
781,4/12/2004 7:00,865,0.9,494,1613,1185,367,13.5,50.1,0.7706,2004,4,12,Monday
782,4/12/2004 8:00,922,1.5,541,1453,1246,432,13.3,53.6,0.8169,2004,4,12,Monday
783,4/12/2004 9:00,975,2.2,598,1268,1293,536,13.4,56,0.8576,2004,4,12,Monday
784,4/12/2004 10:00,1040,2.9,646,1210,1325,555,13,59.6,0.886,2004,4,12,Monday
785,4/12/2004 11:00,1115,3.9,707,1105,1384,677,12.7,62.7,0.9173,2004,4,12,Monday
786,4/12/2004 12:00,1004,2.8,641,1201,1305,557,12.1,60.5,0.8505,2004,4,12,Monday
787,4/12/2004 13:00,895,1.4,536,1415,1229,421,11.2,64.4,0.8537,2004,4,12,Monday
788,4/12/2004 14:00,917,1.7,563,1415,1257,423,10.7,67.6,0.8703,2004,4,12,Monday
789,4/12/2004 15:00,1025,3.6,689,1189,1325,519,11.4,61.2,0.8236,2004,4,12,Monday
790,4/12/2004 16:00,1035,3.1,660,1222,1301,533,9.9,70.5,0.8581,2004,4,12,Monday
791,4/12/2004 17:00,1025,3.5,682,1197,1313,537,10.3,65.2,0.8151,2004,4,12,Monday
792,4/12/2004 18:00,1040,3.9,705,1149,1324,612,11,58.9,0.7714,2004,4,12,Monday
793,4/12/2004 19:00,1070,5.2,776,1065,1369,697,10.6,59.5,0.7595,2004,4,12,Monday
794,4/12/2004 20:00,964,3.7,692,1176,1292,573,10.6,57.7,0.7362,2004,4,12,Monday
795,4/12/2004 21:00,904,2.7,635,1269,1233,489,10.6,56.1,0.7149,2004,4,12,Monday
796,4/12/2004 22:00,913,2.6,626,1271,1234,474,10.3,58,0.7239,2004,4,12,Monday
797,4/12/2004 23:00,914,2.4,610,1322,1230,455,10.4,58.4,0.7352,2004,4,12,Monday
798,4/13/2004 0:00,893,2,587,1368,1219,433,10.7,58.2,0.7459,2004,4,13,Tuesday
799,4/13/2004 1:00,844,1.3,532,1499,1176,376,10.5,59.9,0.7624,2004,4,13,Tuesday
800,4/13/2004 2:00,837,1.2,518,1581,1182,360,10.5,60.8,0.7704,2004,4,13,Tuesday
801,4/13/2004 3:00,868,1.3,530,1482,1215,384,10.6,63.1,0.8068,2004,4,13,Tuesday
802,4/13/2004 4:00,825,0.9,489,1565,1171,363,11.1,60.1,0.7925,2004,4,13,Tuesday
803,4/13/2004 5:00,956,3.1,656,1251,1356,525,10.1,68.4,0.8443,2004,4,13,Tuesday
804,4/13/2004 6:00,1124,6.9,853,960,1531,873,10,68.7,0.8456,2004,4,13,Tuesday
805,4/13/2004 7:00,1496,19.1,1272,667,2011,1399,11,64.2,0.8398,2004,4,13,Tuesday
806,4/13/2004 8:00,1452,22.1,1354,620,2057,1501,12,58.1,0.8138,2004,4,13,Tuesday
807,4/13/2004 9:00,1172,11.8,1042,797,1641,1186,12.8,52,0.7643,2004,4,13,Tuesday
808,4/13/2004 10:00,1020,7.3,871,956,1426,911,12.6,50.8,0.7387,2004,4,13,Tuesday
809,4/13/2004 11:00,1044,8,900,934,1471,919,13.8,47.4,0.7435,2004,4,13,Tuesday
810,4/13/2004 12:00,1020,7.2,866,972,1429,791,15.1,42.7,0.7294,2004,4,13,Tuesday
811,4/13/2004 13:00,1009,7.7,885,994,1439,751,16.3,38.1,0.7006,2004,4,13,Tuesday
812,4/13/2004 14:00,1073,9.7,966,935,1537,805,16.6,36.7,0.6867,2004,4,13,Tuesday
813,4/13/2004 15:00,1098,9.8,971,877,1527,966,15.8,40.5,0.7241,2004,4,13,Tuesday
814,4/13/2004 16:00,1061,7.7,887,920,1462,869,16.3,41.8,0.7712,2004,4,13,Tuesday
815,4/13/2004 17:00,1289,15.3,1158,755,1791,1196,16.1,42.8,0.7783,2004,4,13,Tuesday
816,4/13/2004 18:00,1442,21.5,1337,630,2004,1523,15.3,46.8,0.8074,2004,4,13,Tuesday
817,4/13/2004 19:00,1479,21.7,1343,631,1995,1579,14.7,47,0.7815,2004,4,13,Tuesday
818,4/13/2004 20:00,1266,14.6,1138,726,1747,1370,14.1,49.6,0.7931,2004,4,13,Tuesday
819,4/13/2004 21:00,1149,9.3,952,845,1577,1204,13.5,54.1,0.8351,2004,4,13,Tuesday
820,4/13/2004 22:00,1168,9.4,954,843,1586,1201,12.3,59.2,0.8461,2004,4,13,Tuesday
821,4/13/2004 23:00,1079,6.8,847,925,1463,1122,11.6,62.2,0.851,2004,4,13,Tuesday
822,4/14/2004 0:00,1047,4.9,760,1032,1379,1003,11.5,61.4,0.8303,2004,4,14,Wednesday
823,4/14/2004 1:00,936,3.9,705,1086,1364,918,10.9,64.6,0.8395,2004,4,14,Wednesday
824,4/14/2004 2:00,900,2.7,635,1207,1307,836,11.1,63.2,0.8331,2004,4,14,Wednesday
825,4/14/2004 3:00,839,1.9,576,1325,1285,759,10.7,64.4,0.8284,2004,4,14,Wednesday
826,4/14/2004 4:00,840,1.7,563,1349,1275,755,10.7,63.8,0.8174,2004,4,14,Wednesday
827,4/14/2004 5:00,905,3.3,670,1191,1346,820,10.2,65.8,0.8196,2004,4,14,Wednesday
828,4/14/2004 6:00,1079,7.4,875,947,1535,998,10.3,65.6,0.8225,2004,4,14,Wednesday
829,4/14/2004 7:00,1417,18.2,1246,669,1921,1403,10.8,64,0.8307,2004,4,14,Wednesday
830,4/14/2004 8:00,1529,27.7,1497,569,2278,1641,13.3,55.6,0.8453,2004,4,14,Wednesday
831,4/14/2004 9:00,1397,18.3,1248,659,1906,1534,15.8,46.8,0.8328,2004,4,14,Wednesday
832,4/14/2004 10:00,1214,12.3,1061,780,1662,1257,19.5,34.4,0.7738,2004,4,14,Wednesday
833,4/14/2004 11:00,1109,8.9,935,882,1518,1026,21.1,30.2,0.745,2004,4,14,Wednesday
834,4/14/2004 12:00,1122,10.4,993,859,1571,993,18.4,34.2,0.7185,2004,4,14,Wednesday
835,4/14/2004 13:00,1094,9.7,966,877,1519,919,21,30.6,0.7538,2004,4,14,Wednesday
836,4/14/2004 14:00,1164,12.8,1076,788,1653,1032,21.4,28.7,0.7231,2004,4,14,Wednesday
837,4/14/2004 15:00,1188,12.9,1082,790,1653,1077,21.3,27.3,0.6856,2004,4,14,Wednesday
838,4/14/2004 16:00,1098,8.9,934,895,1497,883,20.4,30.4,0.7193,2004,4,14,Wednesday
839,4/14/2004 17:00,1180,11,1014,826,1595,1036,18.7,34.8,0.7436,2004,4,14,Wednesday
840,4/14/2004 18:00,1195,12.6,1072,799,1609,1144,18.6,34.7,0.7369,2004,4,14,Wednesday
841,4/14/2004 19:00,1234,13.3,1095,789,1638,1212,17.9,35.8,0.7276,2004,4,14,Wednesday
842,4/14/2004 20:00,1425,18.1,1242,675,1858,1486,16.5,42.1,0.7856,2004,4,14,Wednesday
843,4/14/2004 21:00,1320,13,1085,730,1689,1440,14.8,49.7,0.8321,2004,4,14,Wednesday
844,4/14/2004 22:00,1158,7.8,892,870,1494,1242,13.4,54.3,0.8291,2004,4,14,Wednesday
845,4/14/2004 23:00,1060,5.8,805,964,1418,1089,13.4,54.2,0.8319,2004,4,14,Wednesday
846,4/15/2004 0:00,1036,4.7,746,1034,1364,993,12.3,57.6,0.8223,2004,4,15,Thursday
847,4/15/2004 1:00,943,3.1,660,1163,1297,862,11.6,58.8,0.7996,2004,4,15,Thursday
848,4/15/2004 2:00,899,2.1,591,1243,1259,815,10.7,62.3,0.7988,2004,4,15,Thursday
849,4/15/2004 3:00,889,1.7,559,1331,1241,714,10.2,63.2,0.7865,2004,4,15,Thursday
850,4/15/2004 4:00,847,1.3,527,1416,1216,682,10.5,61.3,0.7761,2004,4,15,Thursday
851,4/15/2004 5:00,918,2.6,625,1255,1298,744,9.3,65.8,0.7722,2004,4,15,Thursday
852,4/15/2004 6:00,1105,7.9,897,906,1510,1050,9.1,67.4,0.7814,2004,4,15,Thursday
853,4/15/2004 7:00,1491,21.4,1335,625,2001,1522,10.2,62.9,0.7831,2004,4,15,Thursday
854,4/15/2004 8:00,1508,22.1,1355,609,2034,1623,11.6,58.7,0.7999,2004,4,15,Thursday
855,4/15/2004 9:00,1489,19.1,1270,633,1889,1638,13.5,53.4,0.8196,2004,4,15,Thursday
856,4/15/2004 10:00,1451,17.3,1219,661,1804,1633,15,49.3,0.8364,2004,4,15,Thursday
857,4/15/2004 11:00,1454,17.5,1225,661,1809,1654,17.1,42.1,0.812,2004,4,15,Thursday
858,4/15/2004 12:00,1392,17,1210,689,1792,1559,18.4,36.9,0.7758,2004,4,15,Thursday
859,4/15/2004 13:00,1351,17,1210,709,1783,1374,19.3,35.4,0.7824,2004,4,15,Thursday
860,4/15/2004 14:00,1418,19.5,1282,681,1890,1418,19.2,35.7,0.7826,2004,4,15,Thursday
861,4/15/2004 15:00,1303,14.8,1143,748,1734,1228,21.5,30.4,0.7677,2004,4,15,Thursday
862,4/15/2004 16:00,1292,14,1116,746,1676,1293,19.6,34.6,0.7807,2004,4,15,Thursday
863,4/15/2004 17:00,1560,24.4,1413,594,2046,1642,19.6,35.5,0.8017,2004,4,15,Thursday
864,4/15/2004 18:00,1765,28.1,1507,533,2271,1895,18.3,44.1,0.9183,2004,4,15,Thursday
865,4/15/2004 19:00,1875,33.7,1637,482,2446,2086,17.4,47.8,0.9392,2004,4,15,Thursday
866,4/15/2004 20:00,1746,24.2,1409,553,2119,1898,16.8,49.8,0.9446,2004,4,15,Thursday
867,4/15/2004 21:00,1607,19.8,1290,587,1960,1758,16.2,53.2,0.9723,2004,4,15,Thursday
868,4/15/2004 22:00,1277,9.3,952,802,1607,1284,14.9,59.1,0.9928,2004,4,15,Thursday
869,4/15/2004 23:00,1207,7.3,868,877,1532,1075,13.9,64,1.013,2004,4,15,Thursday
870,4/16/2004 0:00,1209,7.1,863,882,1547,1084,13.7,66.8,1.041,2004,4,16,Friday
871,4/16/2004 1:00,1189,6.7,844,887,1566,1049,13.4,69.6,1.0688,2004,4,16,Friday
872,4/16/2004 2:00,1132,6,810,899,1532,1021,12.8,71.9,1.0632,2004,4,16,Friday
873,4/16/2004 3:00,974,2.7,635,1159,1387,778,12.9,68.5,1.0155,2004,4,16,Friday
874,4/16/2004 4:00,1033,3.6,686,1030,1420,948,11.9,74.8,1.038,2004,4,16,Friday
875,4/16/2004 5:00,1075,5.4,782,941,1505,988,11.6,76.4,1.0415,2004,4,16,Friday
876,4/16/2004 6:00,1242,10,978,778,1686,1184,11.7,75.3,1.0325,2004,4,16,Friday
877,4/16/2004 7:00,1657,23.2,1384,579,2176,1600,12.8,71,1.0428,2004,4,16,Friday
878,4/16/2004 8:00,1406,18.7,1258,636,1890,1495,13.8,61.1,0.9595,2004,4,16,Friday
879,4/16/2004 9:00,1150,9.9,973,827,1590,1188,15.3,51.4,0.8886,2004,4,16,Friday
880,4/16/2004 10:00,1184,10.2,983,823,1604,1166,16.6,48.7,0.9146,2004,4,16,Friday
881,4/16/2004 11:00,1223,11,1014,781,1666,1219,17.6,46.7,0.9324,2004,4,16,Friday
882,4/16/2004 12:00,1196,10.5,997,802,1644,1128,19.2,42.7,0.9425,2004,4,16,Friday
883,4/16/2004 13:00,1559,18.9,1267,653,2047,1373,15.7,62.5,1.1092,2004,4,16,Friday
884,4/16/2004 14:00,1544,18.9,1266,613,2066,1415,14.5,75.7,1.2425,2004,4,16,Friday
885,4/16/2004 15:00,1485,17.5,1223,650,1980,1302,14.4,77.4,1.2654,2004,4,16,Friday
886,4/16/2004 16:00,1498,17.7,1230,649,1963,1308,14.6,74.9,1.2391,2004,4,16,Friday
887,4/16/2004 17:00,1593,23,1378,582,2159,1449,14.6,76,1.2573,2004,4,16,Friday
888,4/16/2004 18:00,1529,20.4,1309,627,2083,1385,14,76.3,1.2166,2004,4,16,Friday
889,4/16/2004 19:00,1689,26.8,1474,560,2298,1492,13.9,78,1.2303,2004,4,16,Friday
890,4/16/2004 20:00,1535,19.9,1295,627,2039,1380,13.8,78,1.2229,2004,4,16,Friday
891,4/16/2004 21:00,1304,12.5,1067,737,1811,1167,13.5,79.4,1.2224,2004,4,16,Friday
892,4/16/2004 22:00,1235,9.6,963,803,1680,1095,13.1,80.1,1.2016,2004,4,16,Friday
893,4/16/2004 23:00,1281,10,977,794,1695,1105,12.8,81,1.1915,2004,4,16,Friday
894,4/17/2004 0:00,1167,8.1,904,846,1627,1051,12.7,80.6,1.1819,2004,4,17,Saturday
895,4/17/2004 1:00,1134,7.1,863,869,1599,1009,12.5,81.8,1.1838,2004,4,17,Saturday
896,4/17/2004 2:00,1100,6.4,829,887,1565,972,12.7,81.2,1.1849,2004,4,17,Saturday
897,4/17/2004 3:00,1057,5.1,768,958,1527,884,12.4,82.4,1.1848,2004,4,17,Saturday
898,4/17/2004 4:00,902,3,652,1158,1437,661,12.6,79.9,1.1619,2004,4,17,Saturday
899,4/17/2004 5:00,982,4.2,724,1055,1508,774,12.8,80,1.1761,2004,4,17,Saturday
900,4/17/2004 6:00,997,5.1,769,1002,1524,868,12.6,79.9,1.1596,2004,4,17,Saturday
901,4/17/2004 7:00,1141,8.1,902,905,1672,965,12.5,79.6,1.1538,2004,4,17,Saturday
902,4/17/2004 8:00,1163,8.8,930,849,1691,985,12.8,80.8,1.1863,2004,4,17,Saturday
903,4/17/2004 9:00,1107,7.2,864,911,1604,963,13.5,78.1,1.1997,2004,4,17,Saturday
904,4/17/2004 10:00,1228,9.2,949,838,1706,1069,14.6,74.9,1.2348,2004,4,17,Saturday
905,4/17/2004 11:00,1033,6,810,969,1526,864,16.8,61,1.1599,2004,4,17,Saturday
906,4/17/2004 12:00,984,5,763,1054,1472,641,18.8,50.1,1.0769,2004,4,17,Saturday
907,4/17/2004 13:00,1066,7.5,879,939,1536,740,19.3,47.1,1.0445,2004,4,17,Saturday
908,4/17/2004 14:00,926,3.9,707,1130,1429,532,19.3,46.6,1.0298,2004,4,17,Saturday
909,4/17/2004 15:00,979,5,764,1054,1462,572,19.7,44.4,1.0081,2004,4,17,Saturday
